Pappireddipatti,536
Pappireddipatti_R.F,537
Paralachi,538
Paramakudi,539
Paramathi,540
Parangipettai,541
Paranji,542
Paranthur,543
Parivallikottai,544
Parthibanur,545
Pasumbalur,546
Pasuvandanai,547
Pattavarthi,548
Pazhankottai,549
Peddappampatti,550
Pennadam,551
Pennagaram,552
Pennagaram_R.F,553
Pennalurpettai,554
Pennathur,555
Peraiyur,556
Peralam,557
Perambalur,558
Peranamallur,559
Peravurani,560
Perianaickenpalayam,561
Periavalavadi,562
Periyakottai,563
Periyamutur,564
Periyanahalli,565
Periyanekamam,566
Pernambut,567
Perumagalur,568
Perumaruthoor,569
Perumbalai,570
Perumpakkam,571
Perunali,572
Perundurai,573
Perungattur,574
Perungulam,575
Peruvalappur,576
Pethanaickenpalayam,577
Pethanaickenpalayam_R.F,578
Pillaiyar Natham,579
Pillaiyarkulam,580
Pochampalli,581
Pollachi (North),582
Pongalore,583
Ponnamaravathi,584
Ponnapuram,585
Ponneri,586
Ponparappi,587
Ponpethi,588
Poolam,589
Poolampatti,590
Poondi,591
Poonimangadu,592
Poovalambedu,593
Poovathakudi,594
Potanery,595
Pudhunagar,596
Puduchatram,597
Puducottai,598
Pudukkottai,599
Pudupadi,600
Pudupalayam,601
Pudupatti,602
Pudur,603
Pudurnadu,604
Pugalur,605
Puliangudi,606
Pulikarai,607
Puliurnatam,608
Pulivalam,609
Puliyal,610
Puliyur,611
Pullambadi,612
Pullur,613
Punjai Puliampatti,614
Puthur,615
R.S.mangalam,616
Radhapuram,617
Rajakkamangalam,618
Rajapalayam,619
Rajathani,620
Ramanathapuram,621
Ramapattinam,622
Ramapuram,623
Rameswaram,624
Ranipet,625
Rasingapuram,626
Rasipuram,627
Rayakottai,628
Reddiapatti,629
Redhills,630
Rettanai,631
Rettichavadi,632
Rishivanthiyam,633
S.S.Kottai,634
S.Tharaikudi,635
S.V.Nagaram,636
Sakkottai,637
Salaigramam,638
Salem Town,639
Saliyamangalam,640
Salwarpatti,641
Samalapuram,642
Samalpatti,643
Sanarpatti,644
Sangarandampalayam,645
Sankagiri (West),646
Sankarankovil,647
Sankarapuram,648
Sankari (East),649
Santhavasal,650
Sarkar Samakulam,651
Sarugani,652
Sathamangalam,653
Sathampadi,654
Sathiyamangalam,655
Sathuvachari,656
Sathyamangalam,657
Sattankulam,658
Sattur,659
Sayalgudi,660
Sedapatti,661
Seidunganallur,662
Seikalathur,663
Seithur,664
Selakarichal,665
Sellappampatti,666
Sellur,667
Sembanarkoil,668
Semmandapatti,669
Sendurai,670
Sengattupatti,671
Sengurichi,672
Senkeerai,673
Sernthamangalam,674
Sevur,675
Shencottai,676
Sholandur,677
Sholingur,678
Sholur,679
Shoolagiri,680
Sikkal,681
Sillathur,682
Silukkapatti,683
Sindupatti,684
Singampatti,685
Singampunari,686
Singanallur,687
Singaperumal Kovil,688
Singarapatai,689
Singavanam,690
Sirkali,691
Sirugambur,692
Sirukaveripakkam,693
Sirupakkam,694
Siruvadi,695
